HB Customer ID,Product Type ID,Provider ID,External Publisher Code
8HBX59DG9,27,201,8CU25Y354
8HBX59DG9,27,214,8CU25Y354
8HBX59DG9,27,188,8HBX59DG9
8HBX59DG9,27,77,8HBX59DG9
8HBX59DG9,27,178,8CU25Y354
8HBX59DG9,27,97,8CU25Y354
8HBX59DG9,27,10000,8CU25Y354
8HBX59DG9,27,80,8CU25Y354
8HBX59DG9,27,175,8CU25Y354
8HBX59DG9,27,222,8CU25Y354
8HBX59DG9,27,99,NULL
8HBX59DG9,27,203,8CU25Y354
8HB4GXECS,27,3008,8CU2855H6
8HB4GXECS,27,184,8HB4GXECS
8HB4GXECS,27,97,8CU2855H6
8HB4GXECS,27,77,8HB4GXECS
8HB4GXECS,27,80,8CU2855H6
8HB4GXECS,27,82,8CU2855H6
8HB4GXECS,27,99,NULL
8HB4GXECS,27,148,8CU2855H6
8HB4GXECS,27,192,NULL
8HB4GXECS,27,109,8CU2855H6
8HB4GXECS,27,226,NULL
8HB4GXECS,27,175,8CU2855H6
8HB4GXECS,27,188,8HB4GXECS
8HB4GXECS,27,10000,8CU2855H6
8HB4GXECS,27,193,NULL
8HB4GXECS,27,84,8HB4GXECS
8HB4GXECS,27,178,8CU2855H6
8HBBC9360,27,184,8HBBC9360
8HBBC9360,27,3008,8CU2IH314
8HBBC9360,27,84,8HBBC9360
8HBBC9360,27,201,8CU2IH314
8HBBC9360,27,77,8HBBC9360
8HBBC9360,27,222,8CU2IH314
8HBBC9360,27,148,8CU2IH314
8HBBC9360,27,226,NULL
8HBBC9360,27,56,8CU2IH314
8HBBC9360,27,97,8CU2IH314
8HBBC9360,27,193,NULL
8HBBC9360,27,82,8CU2IH314
8HBBC9360,27,10000,8CU2IH314
8HBBC9360,27,192,NULL
8HBBC9360,27,203,8CU2IH314
8HBBC9360,27,80,8CU2IH314
8HBBC9360,27,175,8CU2IH314
8HBBC9360,27,178,8CU2IH314
8HBBC9360,27,214,8CU2IH314
8HBBC9360,27,109,8CU2IH314
8HBBC9360,27,99,NULL
8HBBC9360,27,188,8HBBC9360
8HB625F1V,27,10000,8CU2LC283
8HB625F1V,27,226,NULL
8HB625F1V,27,3015,8CU2LC283
8HB625F1V,27,99,NULL
8HBBNE74R,27,226,NULL
8HBBNE74R,27,193,NULL
8HBBNE74R,27,178,8CU2PX1NJ
8HBBNE74R,27,77,8HBBNE74R
8HBBNE74R,27,192,NULL
8HBBNE74R,27,10000,8CU2PX1NJ
8HBBNE74R,27,82,8CU2PX1NJ
8HBBNE74R,27,184,8HBBNE74R
8HBBNE74R,27,148,8CU2PX1NJ
8HBBNE74R,27,188,8HBBNE74R
8HBBNE74R,27,80,8CU2PX1NJ
8HBBNE74R,27,99,NULL
8HBBNE74R,27,175,8CU2PX1NJ
8HBBNE74R,27,3008,8CU2PX1NJ
8HBBNE74R,27,97,8CU2PX1NJ
8HBBNE74R,27,109,8CU2PX1NJ
8HBSM8H3L,27,148,8CU2T6ISR
8HBSM8H3L,27,10000,8CU2T6ISR
8HBSM8H3L,27,97,8CU2T6ISR
8HBSM8H3L,27,99,NULL
8HBSM8H3L,27,3015,8CU2T6ISR
8HBSM8H3L,27,178,8CU2T6ISR
8HBSM8H3L,27,226,NULL
8HBSM8H3L,27,175,8CU2T6ISR
8HB53J459,27,10000,8CU2X4VS7
8HB53J459,27,99,NULL
8HB53J459,27,226,NULL
8HB2AEOX6,27,99,NULL
8HB2AEOX6,27,10000,8CU31XW7J
8HB4R66JL,27,145,100600
8HB4R66JL,27,84,8HB4R66JL
8HB4R66JL,27,10000,8CU33I2VR
8HB4R66JL,27,3008,8CU33I2VR
8HB4R66JL,27,99,NULL
8HB4R66JL,27,77,8HB4R66JL
8HB4R66JL,27,193,NULL
8HB4R66JL,27,226,NULL
8HB4R66JL,27,148,8CU33I2VR
8HB4R66JL,27,3015,8CU33I2VR
8HB4R66JL,27,175,8CU33I2VR
8HB4R66JL,27,11,540624485
8HB4R66JL,27,97,8CU33I2VR
8HB4R66JL,27,192,NULL
8HB4R66JL,27,109,8CU33I2VR
8HB4R66JL,27,178,8CU33I2VR
8HB4R66JL,27,188,8HB4R66JL
8HB4R66JL,27,80,8CU33I2VR
8HB4R66JL,27,184,8HB4R66JL
8HB4R66JL,27,82,8CU33I2VR
8HB2ZH227,27,184,8HB2ZH227
8HB2ZH227,27,99,NULL
8HB2ZH227,27,188,8HB2ZH227
8HB2ZH227,27,77,8HB2ZH227
8HB2ZH227,27,10000,8CU34SJNY
8HB35EWCY,27,193,NULL
8HB35EWCY,27,188,8HB35EWCY
8HB35EWCY,27,3008,8CU36Q081
8HB35EWCY,27,77,8HB35EWCY
8HB35EWCY,27,10000,8CU36Q081
8HB35EWCY,27,184,8HB35EWCY
8HB35EWCY,27,99,NULL
8HB35EWCY,27,192,NULL
8HBR0614L,27,188,8HBR0614L
8HBR0614L,27,184,8HBR0614L
8HBR0614L,27,97,8CU3F2UWF
8HBR0614L,27,10000,8CU3F2UWF
8HBR0614L,27,11,8CU3F2UWF
8HBR0614L,27,99,NULL
8HBR0614L,27,3015,8CU3F2UWF
8HBR0614L,27,148,8CU3F2UWF
8HBR0614L,27,3008,8CU3F2UWF
8HBR0614L,27,226,NULL
8HBR0614L,27,175,8CU3F2UWF
8HBR0614L,27,2013,8CU3F2UWF
8HBR0614L,27,178,8CU3F2UWF
8HBR0614L,27,77,8HBR0614L
8HB811S86,27,188,8HB811S86
8HB811S86,27,148,8CU425I6H
8HB811S86,27,10000,8CU425I6H
8HB811S86,27,109,8CU425I6H
8HB811S86,27,84,8HB811S86
8HB811S86,27,99,NULL
8HB811S86,27,3015,8CU425I6H
8HB811S86,27,192,NULL
8HB811S86,27,193,NULL
8HB811S86,27,97,8CU425I6H
8HB811S86,27,145,100600
8HB811S86,27,226,NULL
8HB811S86,27,3008,8CU425I6H
8HB811S86,27,80,8CU425I6H
8HB811S86,27,82,8CU425I6H
8HB811S86,27,77,8HB811S86
8HB811S86,27,175,8CU425I6H
8HB811S86,27,178,8CU425I6H
8HB811S86,27,184,8HB811S86
8HB6NX2NB,27,192,NULL
8HB6NX2NB,27,226,NULL
8HB6NX2NB,27,109,8CU42X4I2
8HB6NX2NB,27,97,8CU42X4I2
8HB6NX2NB,27,77,8HB6NX2NB
8HB6NX2NB,27,222,8CU42X4I2
8HB6NX2NB,27,193,NULL
8HB6NX2NB,27,102,8CU42X4I2
8HB6NX2NB,27,10000,8CU42X4I2
8HB6NX2NB,27,188,8HB6NX2NB
8HB6NX2NB,27,201,8CU42X4I2
8HB6NX2NB,27,203,8CU42X4I2
8HB6NX2NB,27,184,8HB6NX2NB
8HB6NX2NB,27,178,8CU42X4I2
8HB6NX2NB,27,148,8CU42X4I2
8HB6NX2NB,27,214,8CU42X4I2
8HB6NX2NB,27,86,8CU42X4I2
8HB6NX2NB,27,99,NULL
8HB6NX2NB,27,41,8CU42X4I2
8HB6NX2NB,27,80,8CU42X4I2
8HB6NX2NB,27,3008,8CU42X4I2
8HB6NX2NB,27,175,8CU42X4I2
8HB6NX2NB,27,82,8CU42X4I2
8HB6NX2NB,27,84,8HB6NX2NB
8HB3GH1O1,27,184,8HB3GH1O1
8HB3GH1O1,27,226,NULL
8HB3GH1O1,27,77,8HB3GH1O1
8HB3GH1O1,27,188,8HB3GH1O1
8HB3GH1O1,27,10000,8CU4497V9
8HB3GH1O1,27,99,NULL
8HB728KMX,27,3015,8CU4565A5
8HB728KMX,27,193,NULL
8HB728KMX,27,10000,8CU4565A5
8HB728KMX,27,188,8HB728KMX
8HB728KMX,27,192,NULL
8HB728KMX,27,184,8HB728KMX
8HB728KMX,27,77,8HB728KMX
8HB728KMX,27,99,NULL
8HB728KMX,27,3008,8CU4565A5
8HB728KMX,27,226,NULL
8HBJFP8U1,27,99,NULL
8HBJFP8U1,27,77,8HBJFP8U1
8HBJFP8U1,27,10000,8CU45FGV8
8HBJFP8U1,27,3008,8CU45FGV8
8HBJFP8U1,27,188,8HBJFP8U1
8HBJFP8U1,27,184,8HBJFP8U1
8HB4D4NZ5,27,77,8HB4D4NZ5
8HB4D4NZ5,27,10000,8CU45G60T
8HB4D4NZ5,27,99,NULL
8HB4D4NZ5,27,226,NULL
8HB4D4NZ5,27,192,NULL
8HB4D4NZ5,27,184,8HB4D4NZ5
8HB4D4NZ5,27,82,8CU45G60T
8HB4D4NZ5,27,84,8HB4D4NZ5
8HB4D4NZ5,27,145,100600
8HB4D4NZ5,27,3008,8CU45G60T
8HB4D4NZ5,27,97,8CU45G60T
8HB4D4NZ5,27,175,8CU45G60T
8HB4D4NZ5,27,109,8CU45G60T
8HB4D4NZ5,27,148,8CU45G60T
8HB4D4NZ5,27,193,NULL
8HB4D4NZ5,27,178,8CU45G60T
8HB4D4NZ5,27,188,8HB4D4NZ5
8HBX8YMKO,27,99,NULL
8HBX8YMKO,27,226,NULL
8HBX8YMKO,27,188,8HBX8YMKO
8HBX8YMKO,27,77,8HBX8YMKO
8HBX8YMKO,27,10000,8CU46638H
8HBX8YMKO,27,184,8HBX8YMKO
8HBNQ4CC6,27,184,8HBNQ4CC6
8HBNQ4CC6,27,226,NULL
8HBNQ4CC6,27,188,8HBNQ4CC6
8HBNQ4CC6,27,10000,8CU46EV29
8HBNQ4CC6,27,77,8HBNQ4CC6
8HBNQ4CC6,27,99,NULL
8HBCQ3L25,27,77,8HBCQ3L25
8HBCQ3L25,27,148,8CU47A33X
8HBCQ3L25,27,84,8HBCQ3L25
8HBCQ3L25,27,97,8CU47A33X
8HBCQ3L25,27,109,8CU47A33X
8HBCQ3L25,27,80,8CU47A33X
8HBCQ3L25,27,82,8CU47A33X
8HBCQ3L25,27,3008,8CU47A33X
8HBCQ3L25,27,145,100600
8HBCQ3L25,27,3015,8CU47A33X
8HBCQ3L25,27,2013,8CU47A33X
8HBCQ3L25,27,192,NULL
8HBCQ3L25,27,10000,8CU47A33X
8HBCQ3L25,27,175,8CU47A33X
8HBCQ3L25,27,188,8HBCQ3L25
8HBCQ3L25,27,193,NULL
8HBCQ3L25,27,226,NULL
8HBCQ3L25,27,203,8CU47A33X
8HBCQ3L25,27,99,NULL
8HBCQ3L25,27,178,8CU47A33X
8HBCQ3L25,27,184,8HBCQ3L25
8HBXA85J6,27,10000,8CU4CX7TE
8HBXA85J6,27,99,NULL
8HBXA85J6,27,226,NULL
8HB3DT8TD,27,3008,8CU4D6E7D
8HB3DT8TD,27,226,NULL
8HB3DT8TD,27,99,NULL
8HB3DT8TD,27,10000,8CU4D6E7D
8HB6B43S3,27,77,8HB6B43S3
8HB6B43S3,27,10000,8CU4EBTN8
8HB6B43S3,27,99,NULL
8HB6B43S3,27,56,8CU4EBTN8
8HB6B43S3,27,109,8CU4EBTN8
8HB6B43S3,27,3008,8CU4EBTN8
8HB6B43S3,27,80,8CU4EBTN8
8HB6B43S3,27,41,8CU4EBTN8
8HB6B43S3,27,82,8CU4EBTN8
8HB6B43S3,27,84,8HB6B43S3
8HB6B43S3,27,102,8CU4EBTN8
8HB6B43S3,27,226,NULL
8HB6B43S3,27,86,8CU4EBTN8
8HB6B43S3,27,97,8CU4EBTN8
8HB6B43S3,27,188,8HB6B43S3
8HB6B43S3,27,184,8HB6B43S3
8HB5U6128,27,82,8CU4FBB0A
8HB5U6128,27,226,NULL
8HB5U6128,27,10000,8CU4FBB0A
8HB5U6128,27,3008,8CU4FBB0A
8HB5U6128,27,148,8CU4FBB0A
8HB5U6128,27,192,NULL
8HB5U6128,27,109,8CU4FBB0A
8HB5U6128,27,80,8CU4FBB0A
8HB5U6128,27,97,8CU4FBB0A
8HB5U6128,27,99,NULL
8HB5U6128,27,175,8CU4FBB0A
8HB5U6128,27,178,8CU4FBB0A
8HB5U6128,27,193,NULL
8HB2S2R83,27,10000,8CU4M5S65
8HB2S2R83,27,184,8HB2S2R83
8HB2S2R83,27,226,NULL
8HB2S2R83,27,188,8HB2S2R83
8HB2S2R83,27,192,NULL
8HB2S2R83,27,193,NULL
8HB2S2R83,27,3008,8CU4M5S65
8HB2S2R83,27,99,NULL
8HB2S2R83,27,77,8HB2S2R83
8HBKQ1BK9,27,77,8HBKQ1BK9
8HBKQ1BK9,27,99,NULL
8HBKQ1BK9,27,188,8HBKQ1BK9
8HBKQ1BK9,27,226,NULL
8HBKQ1BK9,27,10000,8CU4QG7EZ
8HBKQ1BK9,27,193,NULL
8HBKQ1BK9,27,3008,8CU4QG7EZ
8HBKQ1BK9,27,192,NULL
8HBKQ1BK9,27,184,8HBKQ1BK9
8HB8378K7,27,109,8CU4T23X1
8HB8378K7,27,10000,8CU4T23X1
8HB8378K7,27,178,8CU4T23X1
8HB8378K7,27,141,8CU4T23X1
8HB8378K7,27,145,100600
8HB8378K7,27,80,8CU4T23X1
8HB8378K7,27,99,NULL
8HB8378K7,27,184,8HB8378K7
8HB8378K7,27,77,8HB8378K7
8HB8378K7,27,55,540551953
8HB8378K7,27,226,NULL
8HB8378K7,27,203,8CU4T23X1
8HB8378K7,27,97,8CU4T23X1
8HB8378K7,27,188,8HB8378K7
8HB8378K7,27,11,540551953
8HB8378K7,27,3015,8CU4T23X1
8HB8378K7,27,148,8CU4T23X1
8HB8378K7,27,82,8CU4T23X1
8HB8378K7,27,175,8CU4T23X1
8HB8378K7,27,84,8HB8378K7
8HB8378K7,27,41,8CU4T23X1
8HB8378K7,27,3008,8CU4T23X1
8HB8378K7,27,193,NULL
8HB8378K7,27,136,8CU4T23X1
8HB8378K7,27,135,8CU4T23X1
8HB8378K7,27,192,8CU4T23X1
8HB1CIU98,27,184,8HB1CIU98
8HB1CIU98,27,226,NULL
8HB1CIU98,27,77,8HB1CIU98
8HB1CIU98,27,193,NULL
8HB1CIU98,27,3008,8CU4WS8EL
8HB1CIU98,27,10000,8CU4WS8EL
8HB1CIU98,27,192,NULL
8HB1CIU98,27,188,8HB1CIU98
8HB1CIU98,27,99,NULL
8HB34A70W,27,175,8CU4XK16P
8HB34A70W,27,82,8CU4XK16P
8HB34A70W,27,97,8CU4XK16P
8HB34A70W,27,99,NULL
8HB34A70W,27,201,8CU4XK16P
8HB34A70W,27,84,8HB34A70W
8HB34A70W,27,203,8CU4XK16P
8HB34A70W,27,3015,8CU4XK16P
8HB34A70W,27,193,NULL
8HB34A70W,27,109,8CU4XK16P
8HB34A70W,27,214,8CU4XK16P
8HB34A70W,27,56,8CU4XK16P
8HB34A70W,27,192,NULL
8HB34A70W,27,3008,8CU4XK16P
8HB34A70W,27,222,8CU4XK16P
8HB34A70W,27,178,8CU4XK16P
8HB34A70W,27,10000,8CU4XK16P
8HB34A70W,27,226,NULL
8HB34A70W,27,188,8HB34A70W
8HB34A70W,27,77,8HB34A70W
8HB34A70W,27,80,8CU4XK16P
8HB34A70W,27,184,8HB34A70W
8HBU76854,27,192,NULL
8HBU76854,27,97,8CU50YX82
8HBU76854,27,3008,8CU50YX82
8HBU76854,27,193,NULL
8HBU76854,27,214,8CU50YX82
8HBU76854,27,188,8HBU76854
8HBU76854,27,226,NULL
8HBU76854,27,222,8CU50YX82
8HBU76854,27,80,8CU50YX82
8HBU76854,27,184,8HBU76854
8HBU76854,27,99,NULL
8HBU76854,27,77,8HBU76854
8HBU76854,27,10000,8CU50YX82
8HBU76854,27,175,8CU50YX82
8HBU76854,27,178,8CU50YX82
8HBU76854,27,201,8CU50YX82
8HBU76854,27,203,8CU50YX82
8HB18GJ2C,27,99,NULL
8HB18GJ2C,27,188,8HB18GJ2C
8HB18GJ2C,27,3015,8CU513041
8HB18GJ2C,27,184,8HB18GJ2C
8HB18GJ2C,27,10000,8CU513041
8HB18GJ2C,27,226,NULL
8HB18GJ2C,27,77,8HB18GJ2C
8HB293E2D,27,192,NULL
8HB293E2D,27,193,NULL
8HB293E2D,27,188,8HB293E2D
8HB293E2D,27,10000,8CU51J88J
8HB293E2D,27,77,8HB293E2D
8HB293E2D,27,184,8HB293E2D
8HB293E2D,27,3008,8CU51J88J
8HB293E2D,27,226,NULL
8HB293E2D,27,99,NULL
8HB75UXH6,27,10000,8CU51W528
8HB75UXH6,27,99,NULL
8HB75UXH6,27,80,NULL
8HB75UXH6,27,178,NULL
8HB75UXH6,27,97,8CU6UX3DY
8HB2NQ46B,27,193,NULL
8HB2NQ46B,27,214,8CU5354Z8
8HB2NQ46B,27,99,NULL
8HB2NQ46B,27,192,NULL
8HB2NQ46B,27,222,8CU5354Z8
8HB2NQ46B,27,80,8CU5354Z8
8HB2NQ46B,27,3008,8CU5354Z8
8HB2NQ46B,27,97,8CU5354Z8
8HB2NQ46B,27,184,8HB2NQ46B
8HB2NQ46B,27,226,NULL
8HB2NQ46B,27,178,8CU5354Z8
8HB2NQ46B,27,175,8CU5354Z8
8HB2NQ46B,27,201,8CU5354Z8
8HB2NQ46B,27,188,8HB2NQ46B
8HB2NQ46B,27,203,8CU5354Z8
8HB2NQ46B,27,10000,8CU5354Z8
8HB2NQ46B,27,77,8HB2NQ46B
8HBSVTTE7,27,222,8CU56KSVY
8HBSVTTE7,27,80,8CU56KSVY
8HBSVTTE7,27,214,8CU56KSVY
8HBSVTTE7,27,3008,8CU56KSVY
8HBSVTTE7,27,77,8HBSVTTE7
8HBSVTTE7,27,10000,8CU56KSVY
8HBSVTTE7,27,175,8CU56KSVY
8HBSVTTE7,27,203,8CU56KSVY
8HBSVTTE7,27,97,8CU56KSVY
8HBSVTTE7,27,178,8CU56KSVY
8HBSVTTE7,27,99,NULL
8HBSVTTE7,27,201,8CU56KSVY
8HBSVTTE7,27,193,NULL
8HBSVTTE7,27,184,8HBSVTTE7
8HBSVTTE7,27,192,NULL
8HBSVTTE7,27,188,8HBSVTTE7
8HB2E3X83,27,222,8CU572NVL
8HB2E3X83,27,77,8HB2E3X83
8HB2E3X83,27,80,8CU572NVL
8HB2E3X83,27,175,8CU572NVL
8HB2E3X83,27,184,8HB2E3X83
8HB2E3X83,27,188,8HB2E3X83
8HB2E3X83,27,99,NULL
8HB2E3X83,27,201,8CU572NVL
8HB2E3X83,27,3008,8CU572NVL
8HB2E3X83,27,10000,8CU572NVL
8HB2E3X83,27,203,8CU572NVL
8HB2E3X83,27,192,NULL
8HB2E3X83,27,226,NULL
8HB2E3X83,27,193,NULL
8HB2E3X83,27,97,8CU572NVL
8HB2E3X83,27,178,8CU572NVL
8HB2E3X83,27,214,8CU572NVL
8HB53C6U4,27,99,NULL
8HB53C6U4,27,10000,8CU5AE59N
8HBCQ65FG,27,184,8HBCQ65FG
8HBCQ65FG,27,77,8HBCQ65FG
8HBCQ65FG,27,188,8HBCQ65FG
8HBCQ65FG,27,99,NULL
8HBCQ65FG,27,10000,8CU62JYNC
8HBCQ65FG,27,226,NULL
8HBRZF4M3,27,3008,8CU64T1YC
8HBRZF4M3,27,184,8HBRZF4M3
8HBRZF4M3,27,99,NULL
8HBRZF4M3,27,56,8CU64T1YC
8HBRZF4M3,27,97,8CU64T1YC
8HBRZF4M3,27,109,8CU64T1YC
8HBRZF4M3,27,80,8CU64T1YC
8HBRZF4M3,27,10000,8CU64T1YC
